"ID","ADU","TAXON CONCEPT ID","SCIENTIFIC NAME"
2127,934,avibase-4A947BE7,Pygoscelis adeliae
2128,943,avibase-75B943A3,Pygoscelis antarcticus
2129,958,avibase-F2B3BF2A,Pygoscelis papua
2130,819,avibase-A24ED820,Pyrenestes minor
2131,3958,avibase-2CC91390,Pyrenestes ostrinus
2132,3956,avibase-E617A8C3,Pyrenestes sanguineus
2133,2486,avibase-45B512E2,Pyrrhocorax graculus
2134,2488,avibase-18D2C42A,Pyrrhocorax pyrrhocorax
2135,4062,avibase-24764DC7,Pyrrhula pyrrhula
2136,829,avibase-6A1ED1C2,Pytilia afra
2137,3962,avibase-1AAAEAFD,Pytilia hypogrammica
2138,3960,avibase-2F790B56,Pytilia lineata
2139,830,avibase-01A3BE3C,Pytilia melba
2140,3964,avibase-C7891867,Pytilia phoenicoptera
2141,807,avibase-9387DC41,Quelea cardinalis
2142,806,avibase-F8041931,Quelea erythrops
2143,805,avibase-2B6DE136,Quelea quelea
2144,1936,avibase-DE1D2DF4,Rallus aquaticus
2145,197,avibase-5B443EDE,Rallus caerulescens
2146,1938,avibase-DBBFE96E,Rallus madagascariensis
2147,3564,avibase-9ADB6BA5,Ramphocoris clotbey
2148,3390,avibase-317D64AD,Randia pseudozosterops
2149,269,avibase-C73ED2F5,Recurvirostra avosetta
2150,2934,avibase-85B03849,Regulus ignicapilla
2151,2936,avibase-1C51C109,Regulus regulus
2152,2880,avibase-F81EB049,Remiz pendulinus
2153,1686,avibase-1E12D857,Rhaphidura sabini
2154,1524,avibase-9C69D0FD,Rhinopomastus aterrimus
2155,421,avibase-B0DD1318,Rhinopomastus cyanomelas
2156,1526,avibase-46847C50,Rhinopomastus minor
2157,278,avibase-C130193B,Rhinoptilus africanus
2158,280,avibase-F5145338,Rhinoptilus chalcopterus
2159,279,avibase-29D50ED5,Rhinoptilus cinctus
2160,4068,avibase-7782AD9F,Rhodopechys sanguineus
2161,4066,avibase-FA269911,Rhodospiza obsoleta
2162,4070,avibase-FB76AD60,Rhynchostruthus louisae
2163,4072,avibase-BE193EC5,Rhynchostruthus socotranus
2164,2932,avibase-635B5E24,Riparia congica
2165,509,avibase-D2854489,Riparia paludicola
2166,508,avibase-94A1C447,Riparia riparia
2167,925,avibase-FB4D08F0,Rissa tridactyla
2168,230,avibase-7516E687,Rostratula benghalensis
2169,1940,avibase-5889EE23,Rougetius rougetii
2170,794,avibase-0147433E,Rowettia goughensis
2171,306,avibase-907B1140,Rynchops flavirostris
2172,11763,avibase-88AB027C,Rynchops niger
2173,105,avibase-DCBCCEB8,Sagittarius serpentarius
2174,532,avibase-A51A5F84,Salpornis salvadori
2175,91,avibase-3948131B,Sarkidiornis melanotos
2176,207,avibase-D4A066EA,Sarothrura affinis
2177,204,avibase-534D524C,Sarothrura ayresi
2178,892,avibase-EBA9F2C4,Sarothrura boehmi
2179,206,avibase-E75BA92C,Sarothrura elegans
2180,1942,avibase-258E8923,Sarothrura insularis
2181,891,avibase-32CE9C63,Sarothrura lugens
2182,1944,avibase-6EF64F69,Sarothrura pulchra
2183,205,avibase-10B56544,Sarothrura rufa
2184,1946,avibase-E3A4AF84,Sarothrura watersi
2185,1158,avibase-C4DFB5E3,Sasia africana
2186,2704,avibase-DB645AF5,Saxicola maurus
2187,577,avibase-A0EDAEA2,Saxicola rubetra
2188,2706,avibase-63C0999F,Saxicola tectes
2189,576,avibase-222CAA6E,Saxicola torquatus
2190,2492,avibase-6814C645,Schetba rufa
2191,3178,avibase-45411DD0,Schistolais leontica
2192,3180,avibase-95B6C7C5,Schistolais leucopogon
2193,616,avibase-2470FC01,Schoenicola brevirostris
2194,904,avibase-8439A6E7,Schoutedenapus myoptilus
2195,1688,avibase-D0ADF961,Schoutedenapus schoutedeni
2196,176,avibase-21616639,Scleroptila afra
2197,1252,avibase-864723FD,Scleroptila finschi
2198,179,avibase-8E833C63,Scleroptila gutturalis
2199,178,avibase-B49935ED,Scleroptila levaillantii
2200,1254,avibase-FF5BAE30,Scleroptila psilolaema
2201,177,avibase-A15F6836,Scleroptila shelleyi
2202,1256,avibase-5B115F6C,Scleroptila streptophora
2203,1992,avibase-BFE14290,Scolopax rusticola
2204,72,avibase-FC10F6ED,Scopus umbretta
2205,3190,avibase-FCF07F05,Scotocerca inquieta
2206,1794,avibase-E0D3E4C1,Scotopelia bouvieri
2207,370,avibase-034B2A6A,Scotopelia peli
2208,1796,avibase-F07B8BD1,Scotopelia ussheri
2209,861,avibase-CA9E354B,Serinus alario
2210,4102,avibase-BC5C392F,Serinus alario leucolaemus
2211,857,avibase-E6C3FA67,Serinus canicollis
2212,4098,avibase-DCFFEEC1,Serinus flavivertex
2213,4108,avibase-E211621B,Serinus nigriceps
2214,4110,avibase-FB1C44D5,Serinus pusillus
2215,4112,avibase-C3227709,Serinus serinus
2216,4114,avibase-95594E16,Serinus syriacus
2217,2710,avibase-C25F57BD,Sheppardia aequatorialis
2218,1084,avibase-CD0DE547,Sheppardia bocagei
2219,2712,avibase-65C6355E,Sheppardia cyornithopsis
2220,1184,avibase-F82D1379,Sheppardia gabela
2221,591,avibase-3E4783BA,Sheppardia gunningi
2222,2714,avibase-44A7DA22,Sheppardia lowei
2223,2716,avibase-F6E72DBC,Sheppardia montana
2224,2718,avibase-9B35BE95,Sheppardia sharpei
2225,2840,avibase-5415A0C3,Sitta ledanti
2226,454,avibase-9EE216F9,Smithornis capensis
2227,2262,avibase-1F662597,Smithornis rufolateralis
2228,2264,avibase-EE68233F,Smithornis sharpei
2229,2832,avibase-D3390C6C,Speculipastor bicolor
2230,3966,avibase-7D6F12FE,Spermestes griseicapilla
2231,1163,avibase-3817DA4A,Spermophaga haematina
2232,3970,avibase-AEAD40DD,Spermophaga poliogenys
2233,1190,avibase-46A1FC77,Spermophaga ruficapilla
2234,2,avibase-9B183BDD,Spheniscus demersus
2235,2220,avibase-3B4B29E0,Spheniscus magellanicus
2236,618,avibase-8EE724E4,Sphenoeacus afer
2237,317,avibase-B2D6AB06,Spilopelia senegalensis
2238,3194,avibase-2A88D0BC,Spiloptila clamans
2239,4012,avibase-9820CECA,Spinus spinus
2240,490,avibase-1E4143F8,Spizocorys conirostris
2241,3562,avibase-1AF3034A,Spizocorys fremantlii
2242,472,avibase-53C0293A,Spizocorys fringillaris
2243,3566,avibase-D7A55FB3,Spizocorys obbiensis
2244,3568,avibase-419AEB97,Spizocorys personata
2245,491,avibase-527EE4D4,Spizocorys sclateri
2246,492,avibase-352A5391,Spizocorys starki
2247,3972,avibase-C90890A3,Sporopipes frontalis
2248,789,avibase-49802951,Sporopipes squamifrons
2249,1450,avibase-35145A7E,Stactolaema anchietae
2250,433,avibase-6C81D39B,Stactolaema leucotis
2251,435,avibase-E8BD2A6F,Stactolaema olivacea
2252,434,avibase-5C629518,Stactolaema whytii
2253,2948,avibase-5D82C13B,Stelgidillas gracilirostris
2254,678,avibase-D6F5D224,Stenostira scita
2255,143,avibase-1E3B3515,Stephanoaetus coronatus
2256,286,avibase-4D5D2BC3,Stercorarius antarcticus
2257,930,avibase-1D446440,Stercorarius longicaudus
2258,990,avibase-7D1A9D5C,Stercorarius maccormicki
2259,284,avibase-39086887,Stercorarius parasiticus
2260,285,avibase-7CB8F5B7,Stercorarius pomarinus
2261,2038,avibase-BB041C6E,Stercorarius skua
2263,293,avibase-74236837,Sterna dougallii
2264,291,avibase-4D2FF6F1,Sterna hirundo
2265,294,avibase-BDC5CF80,Sterna paradisaea
2266,938,avibase-CF5C013D,Sterna repressa
2267,937,avibase-9D6704AC,Sterna sumatrana
2268,970,avibase-754993F1,Sterna virgata
2269,292,avibase-E9C409B5,Sterna vittata
2271,299,avibase-17310BF0,Sternula albifrons
2272,300,avibase-9F9A13D8,Sternula balaenarum
2273,2070,avibase-4B21F4D8,Sternula saundersi
2274,2720,avibase-6711EB24,Stiphrornis erythrothorax
2275,2658,avibase-6DD922F2,Stizorhina finschi
2276,1087,avibase-031AC7C9,Stizorhina fraseri
2277,316,avibase-AB937AEB,Streptopelia capicola
2278,1870,avibase-0C1EFC9B,Streptopelia decaocto
2279,315,avibase-70BD722B,Streptopelia decipiens
2280,1872,avibase-3D386DBA,Streptopelia hypopyrrha
2281,1874,avibase-8770C6A7,Streptopelia lugens
2282,1876,avibase-65FE8029,Streptopelia reichenowi
2283,1878,avibase-273A4A2F,Streptopelia roseogrisea
2284,314,avibase-9888B3AE,Streptopelia semitorquata
2285,1005,avibase-5788552B,Streptopelia turtur
2286,1880,avibase-DDEF7228,Streptopelia vinacea
2287,1798,avibase-37A12174,Strix aluco
2288,1800,avibase-6590EFD4,Strix butleri
2289,362,avibase-2E6575A8,Strix woodfordii
2290,1,avibase-2247CB05,Struthio camelus
2291,1200,avibase-40329BB6,Struthio molybdophanes
2292,2838,avibase-B0D81671,Sturnus unicolor
2293,733,avibase-94A44032,Sturnus vulgaris
2294,45,avibase-22D1B4A2,Sula dactylatra
2295,46,avibase-5EC21767,Sula leucogaster
2296,1027,avibase-0A4609D1,Sula sula
2297,590,avibase-3622BD28,Swynnertonia swynnertoni
2298,467,avibase-7C3026CC,Curruca abyssinica
2299,3392,avibase-81522BF5,Curruca althaea
2300,969,avibase-61F9065B,Curruca atricapilla
2301,3384,avibase-A0855E30,Curruca atriceps
2302,3356,avibase-982C918E,Curruca boehmi
2303,595,avibase-A6A4FC63,Curruca borin
2304,3394,avibase-B13D68B1,Curruca cantillans
2305,14236,avibase-5F33823D,Curruca cantillans inornata/iberiae
2306,3396,avibase-BFECF5F8,Curruca conspicillata
2307,3398,avibase-37015E61,Curruca crassirostris
2308,3400,avibase-87EBAE96,Curruca curruca
2309,3402,avibase-D5AEADF4,Curruca deserti
2310,3404,avibase-D1EF4402,Curruca deserticola
2311,3406,avibase-95E7E0E5,Curruca hortensis
2312,3408,avibase-51DD2ADA,Curruca leucomelaena
2313,3358,avibase-16FEF081,Curruca lugens
2314,3410,avibase-B0D09483,Curruca melanocephala
2315,3412,avibase-94E23F51,Curruca melanothorax
2316,3414,avibase-AA027706,Curruca mystacea
2317,3416,avibase-58F3D3E5,Curruca nana
2318,605,avibase-1EA60B94,Curruca nisoria
2319,3418,avibase-A1B09A86,Curruca ruppeli
2320,3420,avibase-6E1206E4,Curruca sarda
2321,14235,avibase-3FC15B06,Curruca subalpina
2322,3422,avibase-85629EF4,Curruca undata
2323,3426,avibase-7542C6F1,Sylvietta brachyura
2324,3428,avibase-AA48D853,Sylvietta denti
2325,3430,avibase-6B9529AE,Sylvietta isabellina
2326,3432,avibase-489FFCA9,Sylvietta leucophrys
2327,3434,avibase-0B44E704,Sylvietta philippae
2328,621,avibase-BA12CD7F,Sylvietta rufescens
2329,914,avibase-98D10978,Sylvietta ruficapilla
2330,3436,avibase-83E5801B,Sylvietta virens
2331,913,avibase-A9030503,Sylvietta whytii
2332,1972,avibase-BDCB55F1,Syrrhaptes paradoxus
2333,2170,avibase-092C1484,Tachybaptus pelzelnii
2334,6,avibase-71682A47,Tachybaptus ruficollis
2335,382,avibase-91429F78,Tachymarptis aequatorialis
2336,386,avibase-FA1CAD29,Tachymarptis melba
2337,90,avibase-D9DEA77E,Tadorna cana
2338,1340,avibase-1F9D883E,Tadorna ferruginea
2339,1342,avibase-5EAB32D3,Tadorna tadorna
2340,1712,avibase-2226EEC4,Tauraco bannermani
2341,4133,avibase-45CE1202,Tauraco corythaix
2342,1714,avibase-91187A52,Tauraco erythrolophus
2343,1716,avibase-D5846D2A,Tauraco fischeri
2344,1718,avibase-94214F1C,Tauraco hartlaubi
2345,1720,avibase-FF2AF138,Tauraco leucolophus
2346,1722,avibase-E1F0E4B5,Tauraco leucotis
2347,1710,avibase-12FE1ED5,Tauraco livingstonii
2348,1724,avibase-EEC520B0,Tauraco macrorhynchus
2349,1726,avibase-0B36500B,Tauraco persa
2350,942,avibase-2C7BA3A6,Tauraco rossae
2351,1728,avibase-F9A59545,Tauraco ruspolii
2352,338,avibase-22952180,Tauraco schalowi
2353,1730,avibase-C9A1C773,Tauraco schuettii
2354,714,avibase-4F9D43DE,Tchagra australis
2355,2496,avibase-FA7A6D02,Tchagra jamesi
2356,715,avibase-022798AB,Tchagra senegalus
2357,713,avibase-2507F6F4,Tchagra tchagra
2358,1690,avibase-4B79BD9A,Telacanthura melanopygia
2359,388,avibase-8ACC245F,Telacanthura ussheri
2360,2490,avibase-8B8AC14A,Telophorus cruentus
2361,2500,avibase-0BC36521,Telophorus dohertyi
2362,721,avibase-ACDC8DEE,Telophorus viridis
2363,722,avibase-D194C523,Telophorus zeylonus
2364,151,avibase-6CBD8724,Terathopius ecaudatus
2365,1164,avibase-5E520F9D,Terpsiphone atrochalybeia
2366,2510,avibase-67C09E17,Terpsiphone batesi
2367,2508,avibase-6E2957C6,Terpsiphone bedfordi
2368,1045,avibase-3E4F1ABF,Terpsiphone bourbonnensis
2369,2512,avibase-0CD6A922,Terpsiphone corvina
2370,2514,avibase-A3A90C35,Terpsiphone mutata
2371,1165,avibase-5A70C87A,Terpsiphone rufiventer
2372,1192,avibase-B05E0721,Terpsiphone rufocinerea
2373,2516,avibase-7C3F7B19,Terpsiphone smithii
2374,682,avibase-75AAC17B,Terpsiphone viridis
2375,1916,avibase-56E3016D,Tetrax tetrax
2376,1002,avibase-F79F09E1,Thalassarche bulleri
2377,1079,avibase-65882F71,Thalassarche carteri
2378,4150,avibase-87797B47,Thalassarche cauta
2379,4151,avibase-EA2FA918,Thalassarche chlororhynchos
2380,9,avibase-0E4475F6,Thalassarche chrysostoma
2381,2256,avibase-253271CB,Thalassarche eremita
2382,8,avibase-F9CBC9EB,Thalassarche melanophris
2383,1081,avibase-25428EB1,Thalassarche salvini
2384,14234,avibase-CF8461BF,Thalasseus albididorsalis
2385,297,avibase-D01CDECD,Thalasseus bengalensis
2386,298,avibase-526978C4,Thalasseus bergii
2387,4143,avibase-3F9E1C51,Thalasseus elegans
2388,935,avibase-719935EF,Thalasseus maximus
2389,296,avibase-04B49AE7,Thalasseus sandvicensis
2390,877,avibase-53518617,Thalassoica antarctica
2391,104,avibase-2EEDACD5,Thalassornis leuconotus
2392,573,avibase-A62752EE,Thamnolaea cinnamomeiventris
2393,2728,avibase-90B9E67B,Thamnolaea coronata
2394,3438,avibase-FEC92F47,Thamnornis chloropetoides
2395,3040,avibase-EBE56736,Thescelocichla leucopleura
2396,81,avibase-550DE745,Threskiornis aethiopicus
2397,2842,avibase-89C42590,Tichodroma muraria
2398,2196,avibase-F3DE951B,Tigriornis leucolopha
2399,702,avibase-B9104F62,Tmetothylacus tenellus
2400,1185,avibase-4C4AADAB,Tockus damarensis
2402,1490,avibase-DE36D3BD,Tockus deckeni
2403,1508,avibase-AF75AC32,Tockus erythrorhynchus
2404,1494,avibase-3BCD9CB0,Tockus flavirostris
2405,1500,avibase-427D7FD6,Tockus jacksoni
2406,1502,avibase-1ADEF52B,Tockus kempi
2407,426,avibase-21A15CDE,Tockus leucomelas
2408,429,avibase-C8898E88,Tockus monteiri
2409,1506,avibase-1A34CC23,Tockus ruahae
2410,4129,avibase-73A7F4D0,Tockus rufirostris
2411,1564,avibase-5DA28D37,Todiramphus chloris
2412,108,avibase-672EA454,Torgos tracheliotos
2413,1452,avibase-B09D85F4,Trachyphonus darnaudii
2414,1454,avibase-570C1121,Trachyphonus erythrocephalus
2415,1456,avibase-685CA6D9,Trachyphonus margaritatus
2416,1458,avibase-75DF194C,Trachyphonus purpuratus
2417,439,avibase-546FA5F2,Trachyphonus vaillantii
2418,1882,avibase-BA5B5935,Treron australis
2419,323,avibase-00146574,Treron calvus
2420,1884,avibase-1DC1F8E7,Treron pembaensis
2421,1886,avibase-8F575A0E,Treron sanctithomae
2422,1888,avibase-46C90944,Treron waalia
2423,1462,avibase-3E3AFB25,Tricholaema diademata
2424,1466,avibase-73470BDF,Tricholaema frontata
2425,1468,avibase-915DABE2,Tricholaema hirsuta
2426,1470,avibase-F1CCA0AA,Tricholaema lacrymosa
2427,432,avibase-7AB16C67,Tricholaema leucomelas
2428,1472,avibase-F03BE6C3,Tricholaema melanocephala
2429,109,avibase-93D7EC56,Trigonoceps occipitalis
2430,260,avibase-0895DD84,Tringa erythropus
2431,1014,avibase-2C7A2673,Tringa flavipes
2432,264,avibase-8E67DC5F,Tringa glareola
2433,1008,avibase-6EB81C98,Tringa melanoleuca
2434,263,avibase-18B415D2,Tringa nebularia
2435,259,avibase-A7B17EFC,Tringa ochropus
2436,1994,avibase-D4A73324,Tringa solitaria
2437,262,avibase-15CF9352,Tringa stagnatilis
2438,261,avibase-D6BFC73A,Tringa totanus
2439,680,avibase-15F017B7,Trochocercus cyanomelas
2440,2518,avibase-3800DCCF,Trochocercus nitens
2441,2846,avibase-AF700208,Troglodytes troglodytes
2442,536,avibase-1481EF1F,Turdoides bicolor
2443,3442,avibase-3EFD8DF0,Argya fulva
2444,537,avibase-7AB9D354,Turdoides gymnogenys
2445,535,avibase-CD65BECB,Turdoides hartlaubii
2446,3444,avibase-224B2B08,Turdoides hindei
2447,3446,avibase-B0F2FB67,Turdoides hypoleuca
2448,533,avibase-E6576A8D,Turdoides jardineii
2449,3448,avibase-10993285,Turdoides leucocephala
2450,3450,avibase-735E491F,Turdoides leucopygia
2451,534,avibase-3D55152D,Turdoides melanops
2452,3452,avibase-6EBDD2D5,Turdoides plebejus
2453,3454,avibase-D5BF7D2F,Turdoides reinwardtii
2454,3458,avibase-7350FE4C,Turdoides sharpei
2455,3460,avibase-E99FE2FE,Turdoides squamiceps
2456,3462,avibase-0E9C6F45,Turdoides squamulata
2457,3464,avibase-775C66B9,Turdoides tenebrosa
2458,2736,avibase-428DA7CD,Turdus abyssinicus
2459,2738,avibase-9B5CD224,Turdus bewsheri
2460,967,avibase-C740512D,Turdus eremita
2461,2732,avibase-FC085C6D,Turdus helleri
2462,2740,avibase-A8A85BCF,Turdus iliacus
2463,552,avibase-5D12DEA5,Turdus libonyana
2464,557,avibase-8C5759C5,Turdus litsitsirupa
2465,2734,avibase-8363CB4A,Turdus ludoviciae
2466,2742,avibase-88BB4F2A,Turdus merula
2467,1167,avibase-927299E4,Turdus olivaceofuscus
2468,1105,avibase-3A7D7B07,Turdus olivaceus
2469,1168,avibase-40A2405D,Turdus pelios
2470,2744,avibase-D929EB21,Turdus philomelos
2471,2746,avibase-D120D5A0,Turdus pilaris
2472,2748,avibase-5A00E5A5,Turdus roehli
2473,1104,avibase-0816917D,Turdus smithi
2474,2750,avibase-A0DC8E87,Turdus tephronotus
2475,2752,avibase-CE71B4FF,Turdus torquatus
2476,2754,avibase-A95B43F1,Turdus viscivorus
2477,2756,avibase-E636E6DC,Turdus xanthorhynchus
2478,1346,avibase-FE5E2530,Turnix hottentottus
2479,4128,avibase-0874B4D5,Turnix nanus
2480,1348,avibase-598966B2,Turnix nigricollis
2481,196,avibase-0DA8BB90,Turnix sylvaticus
2482,1890,avibase-72B71F11,Turtur abyssinicus
2483,320,avibase-23D5FC36,Turtur afer
2484,1892,avibase-0CA6EE59,Turtur brehmeri
2485,321,avibase-BDF442F2,Turtur chalcospilos
2486,319,avibase-7308278F,Turtur tympanistria
2487,2520,avibase-E4E68AA1,Tylas eduardi
2488,359,avibase-CFD6F275,Tyto alba
2489,360,avibase-B21A37E7,Tyto capensis
2490,1736,avibase-BDD10FB1,Tyto soumagnei
2491,418,avibase-E4573453,Upupa africana
2492,1512,avibase-40FB4533,Upupa epops
2493,1514,avibase-B4EA6FB2,Upupa marginata
2494,839,avibase-B40A6BCD,Uraeginthus angolensis
2495,3974,avibase-EAE77D96,Uraeginthus bengalus
2496,3976,avibase-5CAE6778,Uraeginthus cyanocephalus
2497,840,avibase-E247988F,Uraeginthus granatinus
2498,3978,avibase-DE689967,Uraeginthus ianthinogaster
2499,1544,avibase-88D07E4B,Uratelornis chimaera
2500,2072,avibase-39F29B55,Uria aalge
2501,392,avibase-AB1A85BF,Urocolius indicus
2502,1590,avibase-E45D9EB2,Urocolius macrourus
2503,1169,avibase-9180EEB6,Urolais epichlorus
2504,724,avibase-56A7F384,Urolestes melanoleucus
2505,3192,avibase-D8177CEC,Spiloptila rufifrons
2506,3274,avibase-D86EAD92,Urosphena neumanni
2507,2146,avibase-1C209762,Urotriorchis macrourus
2508,246,avibase-C4EC6263,Vanellus albiceps
2509,245,avibase-2F23EDC6,Vanellus armatus
2510,242,avibase-D0FA8EBE,Vanellus coronatus
2511,248,avibase-F7D5320E,Vanellus crassirostris
2512,2012,avibase-D348C2D6,Vanellus gregarius
2513,2014,avibase-A480FDDF,Vanellus leucurus
2514,244,avibase-42D3918F,Vanellus lugubris
2515,2016,avibase-C76146F3,Vanellus melanocephalus
2516,243,avibase-83D95620,Vanellus melanopterus
2517,247,avibase-074251A3,Vanellus senegallus
2518,1031,avibase-F5E92B22,Vanellus spinosus
2519,2018,avibase-881C954D,Vanellus superciliosus
2520,2020,avibase-D531B5D3,Vanellus tectus
2521,2022,avibase-F029489A,Vanellus vanellus
2522,2522,avibase-CA9D7671,Vanga curvirostris
2523,1812,avibase-BBC51216,Veles binotatus
2524,3988,avibase-A37F0FEC,Vidua camerunensis
2525,851,avibase-BA01A793,Vidua chalybeata
2526,1000,avibase-634F5756,Vidua codringtoni
2527,3990,avibase-424B857C,Vidua fischeri
2528,849,avibase-49EF9657,Vidua funerea
2529,3992,avibase-8D05A048,Vidua hypocherina
2530,3984,avibase-78607A22,Vidua interjecta
2531,3994,avibase-04D7BC6C,Vidua larvaticola
2532,846,avibase-673E66F0,Vidua macroura
2533,3980,avibase-12EC9197,Vidua maryae
2534,3982,avibase-86FBD1A0,Vidua nigeriae
2535,853,avibase-C1A42CCA,Vidua obtusa
2536,3996,avibase-DFCFAB2A,Vidua orientalis
2537,852,avibase-ACF0F1A2,Vidua paradisaea
2538,850,avibase-2AA13F1D,Vidua purpurascens
2539,3998,avibase-30A131ED,Vidua raricola
2540,847,avibase-019E8CA3,Vidua regia
2541,3986,avibase-E60F7093,Vidua togoensis
2542,988,avibase-0D1546EC,Vidua wilsoni
2543,2302,avibase-847717E2,Vireo olivaceus
2544,901,avibase-86182656,Xema sabini
2545,1258,avibase-B30A625E,Xenoperdix udzungwensis
2546,2524,avibase-4DAB9A41,Xenopirostris damii
2547,2526,avibase-01877F66,Xenopirostris polleni
2548,2528,avibase-FE3B4759,Xenopirostris xenopirostris
2549,257,avibase-6D5992EE,Xenus cinereus
2550,203,avibase-148F0B01,Zaporina flavirostra
2551,202,avibase-8DB143EB,Zaporina pusilla
2552,2530,avibase-D083CE58,Zavattariornis stresemanni
2553,1692,avibase-B0A0EA81,Zoonavena grandidieri
2554,1694,avibase-66F1256F,Zoonavena thomensis
2555,3198,avibase-8C2C2D5B,Zosterops abyssinicus
2556,13633,avibase-ABDC4E76,Zosterops anderssoni
2557,3196,avibase-5784EE2F,Zosterops brunneus
2558,3200,avibase-094FE346,Zosterops chloronothos
2559,1170,avibase-59C09710,Zosterops ficedulinus
2560,3202,avibase-19ABB1C4,Zosterops griseovirescens
2561,13153,avibase-6483A467,Zosterops kikuyuensis
2562,1161,avibase-9A08376E,Zosterops leucophaeus
2563,1097,avibase-9A1A058C,Zosterops lugubris
2564,1075,avibase-DA296953,Zosterops maderaspatanus
2565,3206,avibase-A2DA598E,Zosterops mayottensis
2566,1162,avibase-2F6AB5CF,Zosterops melanocephalus
2567,3208,avibase-FDCF5A86,Zosterops modestus
2568,3210,avibase-7BB0A730,Zosterops mouroniensis
2569,3212,avibase-769F157D,Zosterops olivaceus
2570,1171,avibase-6AA90803,Zosterops pallidus
2571,3214,avibase-BF3D3E26,Zosterops poliogastrus
2572,777,avibase-86F34425,Zosterops senegalensis
2573,10874,avibase-EAC8528E,Zosterops senegalensis
2574,3216,avibase-B24BD4A1,Zosterops silvanus
2575,3218,avibase-28458566,Zosterops stenocricotus
2576,3220,avibase-E359D080,Zosterops vaughani
2577,1172,avibase-19469B66,Zosterops virens
2578,3222,avibase-EF6C3AEF,Zosterops winifredae
2580,175,avibase-66EC1A85,Dendroperdix rovuma
2581,1268,avibase-E389F4A9,Scleroptila gutturalis lorti
2582,1292,avibase-8899CF64,Anas eatoni
2584,194,avibase-0874B4D5,Turnix nanus
2585,1406,avibase-E5DF48FC,Dendropicos goertae
2586,1444,avibase-D1E3DE2E,Pogoniulus leucolaimus mfumbiri (makawai)
2587,1460,avibase-55E9B668,Trachyphonus usambiro
2588,1464,avibase-14A90F80,Tricholaema flavipunctata
2589,425,avibase-AF75AC32,Tockus erythrorhynchus
2590,1548,avibase-95031C69,Alcedo thomensis
2591,1550,avibase-0759A4FB,Alcedo nais
2592,1608,avibase-CBAC0BBC,Coua delalandei
2593,342,avibase-FF41B79F,Cuculus poliocephalus
2594,1622,avibase-3499657F,Centropus neumanni
2595,356,avibase-6C342FFF,Centropus burchellii
2596,326,avibase-D21C1A59,Poicephalus robustus
2597,1042,avibase-69F1E2FC,Psittacula eques
2598,336,avibase-45CE1202,Tauraco corythaix
2599,1734,avibase-E15B4D3F,Tyto alba detorta
2600,1768,avibase-8874AA69,Athene superciliaris
2601,1860,avibase-CDDEA7EB,Nesoenas picturatus
2602,1904,avibase-BE3708DD,Eupodotis barrowii
2603,996,avibase-75F40338,Gallinula nesiotis †
2604,2008,avibase-D74FDD2D,Haematopus meadewaldoi †
2605,899,avibase-49025D8B,Larus fuscus
2606,2062,avibase-E826E9F3,Larus marinus
2607,1061,avibase-26AB1AE4,Accipiter francesiae griveaudi
2608,2102,avibase-DE8B3F6B,Buteo archeri
2609,2138,avibase-ADFE1C17,Milvus fasciicauda
2610,14189,avibase-C1C255AA,Milvus migrans
2611,2150,avibase-0CA0FCD0,Falco alexandri
2612,2156,avibase-DF92B0BB,Falco madens
2613,2158,avibase-A2DD04C4,Falco neglectus
2614,2172,avibase-16E62DC4,Tachybaptus rufolavatus †
2616,995,avibase-405403BD,Leucocarbo atriceps
2617,2182,avibase-AFF49475,Microcarbo pygmaeus
2618,2184,avibase-E3C46304,Ardea bournei
2619,924,avibase-4D8C9B97,Diomedea epomophora
2620,7,avibase-A28D8D38,Diomedea exulans
2621,23,avibase-35EB45A0,Procellaria aequinoctialis
2622,1018,avibase-66B9C64F,Puffinus atrodorsalis
2623,882,avibase-0007EDFB,Puffinus puffinus
2624,11,avibase-3B6E922E,Thalassarche cauta
2625,10,avibase-EA2FA918,Thalassarche chlororhynchos
2626,2292,avibase-DFE095F6,Lanius marwitzi
2627,2300,avibase-BE3017C0,Urolestes melanoleucus
2628,2306,avibase-F2A919A8,Batis dimorpha
2629,2336,avibase-7B669DE9,Lobotos lobatus
2630,2338,avibase-D75CBDFB,Lobotos oriolinus
2631,2382,avibase-5DEB4565,Dicrurus modestus
2632,2404,avibase-7DC78D7A,Platysteira jamesoni
2633,977,Laniarius,Laniarius aethiopicus
2634,2434,avibase-7B07383E,Laniarius liberatus
2635,2498,avibase-EF5EDE6D,Chlorophoneus bocagei
2636,2506,avibase-EA72BB29,Telophorus viridis
2637,2532,avibase-7C3F7B19,Terpsiphone smithii
2639,2610,avibase-1876CDAB,Monticola pretoriae
2640,2612,avibase-52418334,Monticola bensoni
2641,2690,avibase-633748A0,Oenanthe schalowi
2642,2698,avibase-52418334,Monticola bensoni
2643,2700,avibase-B04A4CCA,Monticola imerina
2644,2702,avibase-06BA410F,Monticola sharpei
2645,2708,avibase-46E2DE8D,Sheppardia [bocagei] poensis
2646,2722,avibase-8E2C4602,Stiphrornis gabonensis
2647,2724,avibase-869F1CEF,Stiphrornis sanghensis
2648,2726,avibase-A063A6E1,Stiphrornis xanthogaster
2650,553,avibase-3A7D7B07,Turdus olivaceus
2651,2762,avibase-1051F436,Geokichla camaronensis
2653,2782,avibase-951890AD,Lamprotornis elisabeth
